date_time,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume,segment_id,is_holiday,hour,is_peak,day_of_week,lag_1,volume_change,avg_3h,avg_24h,rolling_std_3h,volume_deviation
10/28/2015 23:00,,274.48,0,0,90,Snow,light snow,935,12,0,23:00,0,2,1666,-731,1666.333333,3547.125,731.500057,-2612.125
10/29/2015 0:00,,274.78,0,0,,Snow,light snow,626,,0,0:00,0,3,935,-309,1075.666667,3552.083333,534.078958,-2926.083333
10/29/2015 1:00,,275.08,0,0,90,Snow,light snow,317,12,0,1:00,0,3,626,-309,626,3551.166667,309,-3234.166667
10/29/2015 2:00,,275.55,0,0,90,Rain,moderate rain,229,12,0,2:00,0,3,317,-88,390.6666667,3538.666667,208.5001998,-3309.666667
10/29/2015 3:00,,275.815,0,0,,Rain,moderate rain,558,,0,3:00,0,3,229,329,368,3531.916667,170.3261577,-2973.916667
10/29/2015 4:00,,276.08,0,0,90,Rain,moderate rain,888,12,0,4:00,0,3,558,330,558.3333333,3531,329.5001265,-2643
10/29/2015 5:00,,276.58,0,0,,Rain,moderate rain,3311,,0,5:00,0,3,888,2423,1585.666667,3531.541667,1503.265224,-220.5416667
10/29/2015 6:00,,277.08,0,0,90,Rain,light rain,5734,12,0,6:00,0,3,3311,2423,3311,3533.5,2423,2200.5
10/29/2015 7:00,,278.005,0,0,,Rain,light rain,5747,,0,7:00,1,3,5734,13,4930.666667,3543.458333,1402.687539,2203.541667
10/29/2015 8:00,,278.93,0,0,90,Rain,light rain,5760,12,0,8:00,1,3,5747,13,5747,3561.416667,13,2198.583333
10/29/2015 9:00,,279.305,0,0,,Rain,light rain,5139,,0,9:00,1,3,5760,-621,5548.666667,3567.791667,354.8412791,1571.208333
10/29/2015 10:00,,279.68,0,0,90,Rain,moderate rain,4518,12,0,10:00,0,3,5139,-621,5139,3562.625,621,955.375
10/29/2015 11:00,,280.38,0,0,,Rain,moderate rain,4707,,0,11:00,0,3,4518,189,4788,3560.666667,318.3253053,1146.333333
10/29/2015 12:00,,281.08,0,0,90,Rain,light rain,4896,12,0,12:00,0,3,4707,189,4707,3561.958333,189,1334.041667
10/29/2015 13:00,,281.42,0,0,90,Rain,moderate rain,4850,12,0,13:00,0,3,4896,-46,4817.666667,3557.458333,98.56131763,1292.541667
10/29/2015 14:00,,281.32,0,0,,Rain,moderate rain,5425,,0,14:00,0,3,4850,575,5057,3561.666667,319.5262118,1863.333333
10/29/2015 15:00,,281.22,0,0,90,Mist,mist,6000,12,0,15:00,0,3,5425,575,5425,3574.541667,575,2425.458333
10/29/2015 16:00,,280.885,0,0,,Mist,mist,6160,,0,16:00,1,3,6000,160,5861.666667,3590.791667,386.5337415,2569.208333
10/29/2015 17:00,,280.55,0,0,90,Clouds,overcast clouds,6320,12,0,17:00,1,3,6160,160,6160,3610.458333,160,2709.541667
10/29/2015 18:00,,280.35,0,0,,Clouds,overcast clouds,4874,,0,18:00,1,3,6320,-1446,5784.666667,3625.625,792.7075964,1248.375
10/29/2015 19:00,,280.15,0,0,90,Clouds,overcast clouds,3428,12,0,19:00,0,3,4874,-1446,4874,3636.291667,1446,-208.2916667
10/29/2015 20:00,,280.085,0,0,,Clouds,overcast clouds,3087,,0,20:00,0,3,3428,-341,3796.333333,3648.875,948.7330148,-561.875
10/29/2015 21:00,,280.02,0,0,90,Clouds,overcast clouds,2746,12,0,21:00,0,3,3087,-341,3087,3663.375,341,-917.375
10/29/2015 22:00,,279.945,0,0,,Clouds,overcast clouds,1994,,0,22:00,0,3,2746,-752,2609,3677.041667,559.2307216,-1683.041667
10/29/2015 23:00,,279.87,0,0,90,Clouds,overcast clouds,1242,12,0,23:00,0,3,1994,-752,1994,3689.833333,752,-2447.833333
10/30/2015 0:00,,279.51,0,0,90,Clouds,overcast clouds,668,12,0,0:00,0,4,1242,-574,1301.333333,3691.583333,664.9882204,-3023.583333
10/30/2015 1:00,,279.51,0,0,,Clouds,overcast clouds,487,,0,1:00,0,4,668,-181,799,3698.666667,394.1788934,-3211.666667
10/30/2015 2:00,,279.51,0,0,90,Clouds,overcast clouds,306,12,0,2:00,0,4,487,-181,487,3701.875,181,-3395.875
10/30/2015 3:00,,279.365,0,0,,Clouds,overcast clouds,588,,0,3:00,0,4,306,282,460.3333333,3703.125,142.8787365,-3115.125
10/30/2015 4:00,,279.22,0,0,90,Mist,mist,869,12,0,4:00,0,4,588,281,587.6666667,3702.333333,281.500148,-2833.333333
10/30/2015 5:00,,278.885,0,0,,Mist,mist,3320,,0,5:00,0,4,869,2451,1592.333333,3702.708333,1502.785525,-382.7083333
10/30/2015 6:00,,278.55,0,0,90,Clouds,overcast clouds,5771,12,0,6:00,0,4,3320,2451,3320,3704.25,2451,2066.75
10/30/2015 7:00,,278.22,0,0,,Clouds,overcast clouds,5588,,0,7:00,1,4,5771,-183,4893,3697.625,1365.327433,1890.375
10/30/2015 8:00,,277.89,0,0,90,Clouds,overcast clouds,5405,12,0,8:00,1,4,5588,-183,5588,3682.833333,183,1722.166667
10/30/2015 9:00,,278.375,0,0,,Clouds,overcast clouds,5118,,0,9:00,1,4,5405,-287,5370.333333,3681.958333,236.9099688,1436.041667
10/30/2015 10:00,,278.86,0,0,90,Clouds,overcast clouds,4831,12,0,10:00,0,4,5118,-287,5118,3695,287,1136
10/30/2015 11:00,,279.79,0,0,,Clouds,overcast clouds,5254,,0,11:00,0,4,4831,423,5067.666667,3717.791667,215.9452091,1536.208333
10/30/2015 12:00,,280.72,0,0,40,Clouds,scattered clouds,5676,12,0,12:00,0,4,5254,422,5253.666667,3750.291667,422.5000986,1925.708333
10/30/2015 13:00,,283.01,0,0,1,Clear,sky is clear,5466,12,0,13:00,0,4,5676,-210,5465.333333,3775.958333,211.0007899,1690.041667
10/30/2015 14:00,,283.415,0,0,,Clear,sky is clear,5812,,0,14:00,0,4,5466,346,5651.333333,3792.083333,174.3138931,2019.916667
10/30/2015 15:00,,283.82,0,0,1,Clear,sky is clear,6158,12,0,15:00,0,4,5812,346,5812,3798.666667,346,2359.333333
10/30/2015 16:00,,283.985,0,0,,Clear,sky is clear,6046,,0,16:00,1,4,6158,-112,6005.333333,3793.916667,176.5483881,2252.083333
10/30/2015 17:00,,284.15,0,0,40,Clouds,scattered clouds,5934,12,0,17:00,1,4,6046,-112,6046,3777.833333,112,2156.166667
10/30/2015 18:00,,283.52,0,0,,Clouds,scattered clouds,4974,,0,18:00,1,4,5934,-960,5651.333333,3782,589.2548967,1192
10/30/2015 19:00,,282.89,0,0,40,Clouds,scattered clouds,4015,12,0,19:00,0,4,4974,-959,4974.333333,3806.458333,959.5000434,208.5416667
10/30/2015 20:00,,282.95,0,0,,Clouds,scattered clouds,3568,,0,20:00,0,4,4015,-447,4185.666667,3826.5,718.369218,-258.5
10/30/2015 21:00,,283.01,0,0,90,Drizzle,drizzle,3120,12,0,21:00,0,4,3568,-448,3567.666667,3842.083333,447.5000931,-722.0833333
10/30/2015 22:00,,282.35,0,0,,Drizzle,drizzle,2632,,0,22:00,0,4,3120,-488,3106.666667,3868.666667,468.1424285,-1236.666667
10/30/2015 23:00,,281.69,0,0,90,Rain,moderate rain,2144,12,0,23:00,0,4,2632,-488,2632,3906.25,488,-1762.25
10/31/2015 0:00,,280.42,0,0,90,Rain,moderate rain,1314,12,0,0:00,0,5,2144,-830,2030,3933.166667,666.3542601,-2619.166667
10/31/2015 1:00,,280.4733333,0,0,,Rain,moderate rain,1013,,0,1:00,0,5,1314,-301,1490.333333,3955.083333,585.7562064,-2942.083333
10/31/2015 2:00,,280.5266667,0,0,,Rain,moderate rain,712,,0,2:00,0,5,1013,-301,1013,3972,301,-3260
10/31/2015 3:00,,280.58,0,0,90,Rain,moderate rain,411,12,0,3:00,0,5,712,-301,712,3964.625,301,-3553.625
10/31/2015 4:00,,280.565,0,0,,Rain,moderate rain,566,,0,4:00,0,5,411,155,563,3952,150.5224236,-3386
10/31/2015 5:00,,280.55,0,0,90,Rain,moderate rain,721,12,0,5:00,0,5,566,155,566,3843.708333,155,-3122.708333
10/31/2015 6:00,,280.42,0,0,,Rain,moderate rain,1264,,0,6:00,0,5,721,543,850.3333333,3655.916667,366.5328544,-2391.916667
10/31/2015 7:00,,280.29,0,0,90,Rain,heavy intensity rain,1806,12,0,7:00,1,5,1264,542,1263.666667,3498.333333,542.5000768,-1692.333333
10/31/2015 8:00,,280.33,0,0,,Rain,heavy intensity rain,2581,,0,8:00,1,5,1806,775,1883.666667,3380.666667,661.9262295,-799.6666667
10/31/2015 9:00,,280.37,0,0,90,Rain,moderate rain,3356,12,0,9:00,1,5,2581,775,2581,3307.25,775,48.75
10/31/2015 10:00,,280.615,0,0,,Rain,moderate rain,4422,,0,10:00,0,5,3356,1066,3453,3290.208333,924.3251592,1131.791667
10/31/2015 11:00,,280.86,0,0,90,Rain,light rain,5488,12,0,11:00,0,5,4422,1066,4422,3299.958333,1066,2188.041667
10/31/2015 12:00,,281.16,0,0,,Rain,light rain,5017,,0,12:00,0,5,5488,-471,4975.666667,3272.5,534.2006489,1744.5
10/31/2015 13:00,,281.46,0,0,90,Rain,light rain,4546,12,0,13:00,0,5,5017,-471,5017,3234.166667,471,1311.833333
10/31/2015 14:00,,281.88,0,0,,Rain,light rain,4597,,0,14:00,0,5,4546,51,4720,3183.541667,258.4705012,1413.458333
10/31/2015 15:00,,282.3,0,0,90,Clouds,overcast clouds,4648,12,0,15:00,0,5,4597,51,4597,3120.625,51,1527.375
10/31/2015 16:00,,282.69,0,0,,Clouds,overcast clouds,4376,,0,16:00,1,5,4648,-272,4540.333333,3051.041667,144.5833093,1324.958333
10/31/2015 17:00,,283.08,0,0,90,Clouds,overcast clouds,4105,12,0,17:00,1,5,4376,-271,4376.333333,2974.833333,271.5001535,1130.166667
10/31/2015 18:00,,282.65,0,0,,Clouds,overcast clouds,3558,,0,18:00,1,5,4105,-547,4013,2915.833333,416.6881328,642.1666667
10/31/2015 19:00,,282.22,0,0,40,Clouds,scattered clouds,3012,12,0,19:00,0,5,3558,-546,3558.333333,2874.041667,546.5000762,137.9583333
10/31/2015 20:00,,282.61,0,0,,Clouds,scattered clouds,2946,,0,20:00,0,5,3012,-66,3172,2848.125,335.9107024,97.875
10/31/2015 21:00,,283,0,0,90,Rain,light rain,2880,12,0,21:00,0,5,2946,-66,2946,2838.125,66,41.875
10/31/2015 22:00,,282.875,0,0,,Rain,light rain,2448,,0,22:00,0,5,2880,-432,2758,2830.458333,270.4884471,-382.4583333
10/31/2015 23:00,,282.75,0,0,90,Clouds,overcast clouds,2017,12,0,23:00,0,5,2448,-431,2448.333333,2825.166667,431.5000966,-808.1666667
11/1/2015 0:00,,282.81,0,0,75,Clouds,broken clouds,1825,12,0,0:00,0,6,2017,-192,2096.666667,2846.458333,319.049108,-1021.458333
11/1/2015 1:00,,281.44,0,0,1,Clear,sky is clear,779,12,0,1:00,0,6,1825,-1046,1540.333333,2836.708333,666.2862248,-2057.708333
11/1/2015 2:00,,281.295,0,0,,Clear,sky is clear,546,,0,2:00,0,6,779,-233,1050,2829.791667,681.205549,-2283.791667
11/1/2015 3:00,,281.15,0,0,90,Clouds,overcast clouds,314,12,0,3:00,0,6,546,-232,546.3333333,2825.75,232.5001792,-2511.75
11/1/2015 4:00,,280.715,0,0,,Clouds,overcast clouds,380,,0,4:00,0,6,314,66,413.3333333,2818,119.5379995,-2438
11/1/2015 5:00,,280.28,0,0,75,Clouds,broken clouds,447,12,0,5:00,0,6,380,67,380.3333333,2806.583333,66.50062656,-2359.583333
11/1/2015 6:00,,279.65,0,0,,Clouds,broken clouds,856,,0,6:00,0,6,447,409,561,2789.583333,257.6645106,-1933.583333
11/1/2015 7:00,,279.02,0,0,90,Clouds,overcast clouds,1266,12,0,7:00,1,6,856,410,856.3333333,2767.083333,409.5001018,-1501.083333
11/1/2015 8:00,,279.26,0,0,,Clouds,overcast clouds,2078,,0,8:00,1,6,1266,812,1400,2746.125,621.9228248,-668.125
11/1/2015 9:00,,279.5,0,0,40,Clouds,scattered clouds,2890,12,0,9:00,1,6,2078,812,2078,2726.708333,812,163.2916667
11/1/2015 10:00,,281.495,0,0,,Clouds,scattered clouds,3340,,0,10:00,0,6,2890,450,2769.333333,2681.625,639.5946633,658.375
11/1/2015 11:00,,283.49,0,0,1,Clear,sky is clear,3790,12,0,11:00,0,6,3340,450,3340,2610.875,450,1179.125
11/1/2015 12:00,,284.085,0,0,,Clear,sky is clear,3918,,0,12:00,0,6,3790,128,3682.666667,2565.083333,303.5808514,1352.916667
11/1/2015 13:00,,284.68,0,0,1,Clear,sky is clear,4046,12,0,13:00,0,6,3918,128,3918,2544.25,128,1501.75
11/1/2015 14:00,,285.165,0,0,,Clear,sky is clear,4206,,0,14:00,0,6,4046,160,4056.666667,2527.958333,144.2959921,1678.041667
11/1/2015 15:00,,285.65,0,0,1,Clear,sky is clear,4365,12,0,15:00,0,6,4206,159,4205.666667,2516.166667,159.5002612,1848.833333
11/1/2015 16:00,,285.435,0,0,,Clear,sky is clear,4496,,0,16:00,1,6,4365,131,4355.666667,2521.166667,145.2251126,1974.833333
11/1/2015 17:00,,285.22,0,0,1,Clear,sky is clear,4628,12,0,17:00,1,6,4496,132,4496.333333,2542.958333,131.5003169,2085.041667
11/1/2015 18:00,,284.495,0,0,,Clear,sky is clear,3822,,0,18:00,1,6,4628,-806,4315.333333,2553.958333,432.3069897,1268.041667
11/1/2015 19:00,,283.77,0,0,1,Clear,sky is clear,3017,12,0,19:00,0,6,3822,-805,3822.333333,2554.166667,805.5000517,462.8333333
11/1/2015 20:00,,283.46,0,0,,Clear,sky is clear,2375,,0,20:00,0,6,3017,-642,3071.333333,2530.375,725.0285052,-155.375
11/1/2015 21:00,,283.15,0,0,75,Clouds,broken clouds,1733,12,0,21:00,0,6,2375,-642,2375,2482.583333,642,-749.5833333
11/1/2015 22:00,,282.69,0,0,,Clouds,broken clouds,1306,,0,22:00,0,6,1733,-427,1804.666667,2435,538.0913801,-1129
11/1/2015 23:00,,282.23,0,0,1,Clear,sky is clear,878,12,0,23:00,0,6,1306,-428,1305.666667,2387.541667,427.5000975,-1509.541667
11/2/2015 0:00,,280.59,0,0,1,Clear,sky is clear,432,12,0,0:00,0,0,878,-446,872,2329.5,437.0308914,-1897.5
11/2/2015 1:00,,280.37,0,0,40,Clouds,scattered clouds,288,12,0,1:00,0,0,432,-144,532.6666667,2309.041667,307.6123101,-2021.041667
11/2/2015 2:00,,280.3433333,0,0,,Clouds,scattered clouds,492,,0,2:00,0,0,288,204,404,2306.791667,104.8427394,-1814.791667
11/2/2015 3:00,,280.3166667,0,0,,Clouds,scattered clouds,696,,0,3:00,0,0,492,204,492,2322.708333,204,-1626.708333
11/2/2015 4:00,,280.29,0,0,1,Clear,sky is clear,900,12,0,4:00,0,0,696,204,696,2344.375,204,-1444.375
11/2/2015 5:00,,280.15,0,0,,Clear,sky is clear,3538,,0,5:00,0,0,900,2638,1711.333333,2473.166667,1585.224695,1064.833333
11/2/2015 6:00,,280.01,0,0,1,Clear,sky is clear,6177,12,0,6:00,0,0,3538,2639,3538.333333,2694.875,2638.500016,3482.125
11/2/2015 7:00,,280.15,0,0,75,Mist,mist,6532,12,0,7:00,1,0,6177,355,5415.666667,2914.291667,1635.765978,3617.708333
11/2/2015 8:00,,281.8866667,0,0,,Mist,mist,5847,,0,8:00,1,0,6532,-685,6185.333333,3071.333333,342.5760256,2775.666667
11/2/2015 9:00,,283.6233333,0,0,,Mist,mist,5162,,0,9:00,1,0,5847,-685,5847,3166,685,1996
11/2/2015 10:00,,285.36,0,0,75,Clouds,broken clouds,4477,12,0,10:00,0,0,5162,-685,5162,3213.375,685,1263.625
11/2/2015 11:00,,287.47,0,0,,Clouds,broken clouds,4567,,0,11:00,0,0,4477,90,4735.333333,3245.75,372.2342452,1321.25
11/2/2015 12:00,,289.58,0,0,1,Clear,sky is clear,4657,12,0,12:00,0,0,4567,90,4567,3276.541667,90,1380.458333
11/2/2015 13:00,,292.8,0,0,1,Clear,sky is clear,4690,12,0,13:00,0,0,4657,33,4638,3303.375,63.66317617,1386.625
11/2/2015 14:00,,293.045,0,0,,Clear,sky is clear,5204,,0,14:00,0,0,4690,514,4850.333333,3344.958333,306.7284358,1859.041667
11/2/2015 15:00,,293.29,0,0,1,Clear,sky is clear,5717,12,0,15:00,0,0,5204,513,5203.666667,3401.291667,513.5000811,2315.708333
11/2/2015 16:00,,292.145,0,0,,Clear,sky is clear,5958,,0,16:00,1,0,5717,241,5626.333333,3462.208333,385.0900328,2495.791667
11/2/2015 17:00,,291,0,0,20,Haze,haze,6198,12,0,17:00,1,0,5958,240,5957.666667,3527.625,240.5001733,2670.375
11/2/2015 18:00,,288.085,0,0,,Haze,haze,4556,,0,18:00,1,0,6198,-1642,5570.666667,3558.208333,886.882931,997.7916667
11/2/2015 19:00,,285.17,0,0,1,Clear,sky is clear,2915,12,0,19:00,0,0,4556,-1641,4556.333333,3553.958333,1641.500025,-638.9583333
11/2/2015 20:00,,283.84,0,0,,Clear,sky is clear,2512,,0,20:00,0,0,2915,-403,3327.666667,3559.666667,1082.683857,-1047.666667
11/2/2015 21:00,,282.51,0,0,1,Clear,sky is clear,2108,12,0,21:00,0,0,2512,-404,2511.666667,3575.291667,403.5001033,-1467.291667
11/2/2015 22:00,,281.685,0,0,,Clear,sky is clear,1540,,0,22:00,0,0,2108,-568,2053.333333,3585.041667,488.300454,-2045.041667
11/2/2015 23:00,,280.86,0,0,1,Clear,sky is clear,972,12,0,23:00,0,0,1540,-568,1540,3588.958333,568,-2616.958333
11/3/2015 0:00,,280.15,0,0,1,Clear,sky is clear,486,12,0,0:00,0,1,972,-486,999.3333333,3591.208333,527.5313577,-3105.208333
11/3/2015 1:00,,279.87,0,0,1,Mist,mist,302,12,0,1:00,0,1,486,-184,586.6666667,3591.791667,346.1579601,-3289.791667
11/3/2015 2:00,,279.79,0,0,90,Mist,mist,229,12,0,2:00,0,1,302,-73,339,3580.833333,132.4348897,-3351.833333
11/3/2015 3:00,,279.76,0,0,,Mist,mist,560,,0,3:00,0,1,229,331,363.6666667,3575.166667,173.9032298,-3015.166667
11/3/2015 4:00,,279.73,0,0,1,Mist,mist,891,12,0,4:00,0,1,560,331,560,3574.791667,331,-2683.791667
11/3/2015 5:00,,279.405,0,0,,Mist,mist,3500,,0,5:00,0,1,891,2609,1650.333333,3573.208333,1610.385151,-73.20833333
11/3/2015 6:00,,279.08,0,0,1,Mist,mist,6110,12,0,6:00,0,1,3500,2610,3500.333333,3570.416667,2609.500016,2539.583333
11/3/2015 7:00,,279.755,0,0,,Mist,mist,5914,,0,7:00,1,1,6110,-196,5174.666667,3544.666667,1453.611136,2369.333333
11/3/2015 8:00,,280.43,0,0,1,Mist,mist,5719,12,0,8:00,1,1,5914,-195,5914.333333,3539.333333,195.5002131,2179.666667
11/3/2015 9:00,,283.035,0,0,,Mist,mist,5054,,0,9:00,1,1,5719,-665,5562.333333,3534.833333,450.8972536,1519.166667
11/3/2015 10:00,,285.64,0,0,40,Fog,fog,4389,12,0,10:00,0,1,5054,-665,5054,3531.166667,665,857.8333333
11/3/2015 11:00,,287.895,0,0,,Fog,fog,4716,,0,11:00,0,1,4389,327,4719.666667,3537.375,332.5151626,1178.625
11/3/2015 12:00,,290.15,0,0,1,Clear,sky is clear,5042,12,0,12:00,0,1,4716,326,4715.666667,3553.416667,326.5001276,1488.583333
11/3/2015 13:00,,291.85,0,0,,Clear,sky is clear,5344,,0,13:00,0,1,5042,302,5034,3580.666667,314.0764238,1763.333333
11/3/2015 14:00,,293.55,0,0,1,Clear,sky is clear,5646,12,0,14:00,0,1,5344,302,5344,3599.083333,302,2046.916667
11/3/2015 15:00,,293.85,0,0,,Clear,sky is clear,6097,,0,15:00,0,1,5646,451,5695.666667,3614.916667,378.9489851,2482.083333
11/3/2015 16:00,,294.15,0,0,5,Clear,sky is clear,6548,12,0,16:00,1,1,6097,451,6097,3639.5,451,2908.5
11/3/2015 17:00,,292.385,0,0,,Clear,sky is clear,5497,,0,17:00,1,1,6548,-1051,6047.333333,3610.291667,527.2573692,1886.708333
11/3/2015 18:00,,290.62,0,0,5,Clear,sky is clear,4446,12,0,18:00,1,1,5497,-1051,5497,3605.708333,1051,840.2916667
11/3/2015 19:00,,290.03,0,0,,Clear,sky is clear,3543,,0,19:00,0,1,4446,-903,4495.333333,3631.875,977.933706,-88.875
11/3/2015 20:00,,289.44,0,0,1,Clear,sky is clear,2640,12,0,20:00,0,1,3543,-903,3543,3637.208333,903,-997.2083333
11/3/2015 21:00,,288.865,0,0,,Clear,sky is clear,2112,,0,21:00,0,1,2640,-528,2765,3637.375,723.6428677,-1525.375
11/3/2015 22:00,,288.29,0,0,1,Clear,sky is clear,1584,12,0,22:00,0,1,2112,-528,2112,3639.208333,528,-2055.208333
11/3/2015 23:00,,287.14,0,0,1,Haze,haze,994,12,0,23:00,0,1,1584,-590,1563.333333,3640.125,559.2864502,-2646.125
11/4/2015 0:00,,287.145,0,0,,Haze,haze,665,,0,0:00,0,2,994,-329,1081,3647.583333,465.636124,-2982.583333
11/4/2015 1:00,,287.15,0,0,1,Mist,mist,336,12,0,1:00,0,2,665,-329,665,3649,329,-3313
11/4/2015 2:00,,287.01,0,0,,Mist,mist,352,,0,2:00,0,2,336,16,451,3654.125,185.5020216,-3302.125
11/4/2015 3:00,,286.87,0,0,1,Mist,mist,367,12,0,3:00,0,2,352,15,351.6666667,3646.083333,15.50268794,-3279.083333
11/4/2015 4:00,,286.44,0,0,,Mist,mist,1696,,0,4:00,0,2,367,1329,805,3679.625,771.6650828,-1983.625
11/4/2015 5:00,,286.01,0,0,1,Mist,mist,3025,12,0,5:00,0,2,1696,1329,1696,3659.833333,1329,-634.8333333
11/4/2015 6:00,,285.615,0,0,,Mist,mist,4747,,0,6:00,0,2,3025,1722,3156,3603.041667,1529.712718,1143.958333
11/4/2015 7:00,,285.22,0,0,1,Mist,mist,6469,12,0,7:00,1,2,4747,1722,4747,3626.166667,1722,2842.833333
11/4/2015 8:00,,286.23,0,0,75,Mist,mist,6098,12,0,8:00,1,2,6469,-371,5771.333333,3641.958333,906.2860108,2456.041667
11/4/2015 9:00,,286.9166667,0,0,,Mist,mist,5683,,0,9:00,1,2,6098,-415,6083.333333,3668.166667,393.2052051,2014.833333
11/4/2015 10:00,,287.6033333,0,0,,Mist,mist,5267,,0,10:00,0,2,5683,-416,5682.666667,3704.75,415.5001003,1562.25
11/4/2015 11:00,,288.29,0,0,90,Mist,mist,4852,12,0,11:00,0,2,5267,-415,5267.333333,3710.416667,415.5001003,1141.583333
11/4/2015 12:00,,288.44,0,0,90,Mist,mist,5028,12,0,12:00,0,2,4852,176,5049,3709.833333,208.2954632,1318.166667
11/4/2015 13:00,,288.44,0,0,,Mist,mist,5127,,0,13:00,0,2,5028,99,5002.333333,3700.791667,139.2850794,1426.208333
11/4/2015 14:00,,288.44,0,0,90,Mist,mist,5226,12,0,14:00,0,2,5127,99,5127,3683.291667,99,1542.708333
11/4/2015 15:00,,288.46,0,0,,Mist,mist,5948,,0,15:00,0,2,5226,722,5433.666667,3677.083333,448.1677513,2270.916667
11/4/2015 16:00,,288.48,0,0,90,Haze,haze,6670,12,0,16:00,1,2,5948,722,5948,3682.166667,722,2987.833333
11/4/2015 17:00,,288.53,0,0,,Haze,haze,5596,,0,17:00,1,2,6670,-1074,6071.333333,3686.291667,547.5192538,1909.708333
11/4/2015 18:00,,288.58,0,0,90,Clouds,overcast clouds,4523,12,0,18:00,1,2,5596,-1073,5596.333333,3689.5,1073.500039,833.5
11/4/2015 19:00,,288.6,0,0,,Clouds,overcast clouds,3653,,0,19:00,0,2,4523,-870,4590.666667,3694.083333,973.2658082,-41.08333333
11/4/2015 20:00,,288.62,0,0,90,Haze,haze,2783,12,0,20:00,0,2,3653,-870,3653,3700.041667,870,-917.0416667
11/4/2015 21:00,,288.885,0,0,,Haze,haze,2242,,0,21:00,0,2,2783,-541,2892.666667,3705.458333,711.8639851,-1463.458333
11/4/2015 22:00,,289.15,0,0,90,Clouds,overcast clouds,1702,12,0,22:00,0,2,2242,-540,2242.333333,3710.375,540.5000771,-2008.375
11/4/2015 23:00,,289.51,0,0,90,Clouds,overcast clouds,1012,12,0,23:00,0,2,1702,-690,1652,3711.125,616.5225057,-2699.125
11/5/2015 0:00,,289.475,0,0,,Clouds,overcast clouds,685,,0,0:00,0,3,1012,-327,1133,3711.958333,519.1849381,-3026.958333
11/5/2015 1:00,,289.44,0,0,40,Clouds,scattered clouds,358,12,0,1:00,0,3,685,-327,685,3712.875,327,-3354.875
11/5/2015 2:00,,289.475,0,0,,Clouds,scattered clouds,365,,0,2:00,0,3,358,7,469.3333333,3713.416667,186.8056031,-3348.416667
11/5/2015 3:00,,289.51,0,0,1,Clear,sky is clear,372,12,0,3:00,0,3,365,7,365,3713.625,7.000000001,-3341.625
11/5/2015 4:00,,289.195,0,0,,Clear,sky is clear,1656,,0,4:00,0,3,372,1284,797.6666667,3711.958333,743.3467114,-2055.958333
11/5/2015 5:00,,288.88,0,0,1,Haze,haze,2940,12,0,5:00,0,3,1656,1284,1656,3708.416667,1284,-768.4166667
