date_time,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume,segment_id,is_holiday,hour,is_peak,day_of_week
10/29/2015 17:00,,280.55,0,0,90,Clouds,overcast clouds,6320,12,0,17:00,1,3
10/29/2015 18:00,,280.35,0,0,,Clouds,overcast clouds,4874,,0,18:00,1,3
10/29/2015 19:00,,280.15,0,0,90,Clouds,overcast clouds,3428,12,0,19:00,0,3
10/29/2015 20:00,,280.085,0,0,,Clouds,overcast clouds,3087,,0,20:00,0,3
10/29/2015 21:00,,280.02,0,0,90,Clouds,overcast clouds,2746,12,0,21:00,0,3
10/29/2015 22:00,,279.945,0,0,,Clouds,overcast clouds,1994,,0,22:00,0,3
10/29/2015 23:00,,279.87,0,0,90,Clouds,overcast clouds,1242,12,0,23:00,0,3
10/30/2015 0:00,,279.51,0,0,90,Clouds,overcast clouds,668,12,0,0:00,0,4
10/30/2015 1:00,,279.51,0,0,,Clouds,overcast clouds,487,,0,1:00,0,4
10/30/2015 2:00,,279.51,0,0,90,Clouds,overcast clouds,306,12,0,2:00,0,4
10/30/2015 3:00,,279.365,0,0,,Clouds,overcast clouds,588,,0,3:00,0,4
10/30/2015 4:00,,279.22,0,0,90,Mist,mist,869,12,0,4:00,0,4
10/30/2015 5:00,,278.885,0,0,,Mist,mist,3320,,0,5:00,0,4
10/30/2015 6:00,,278.55,0,0,90,Clouds,overcast clouds,5771,12,0,6:00,0,4
10/30/2015 7:00,,278.22,0,0,,Clouds,overcast clouds,5588,,0,7:00,1,4
10/30/2015 8:00,,277.89,0,0,90,Clouds,overcast clouds,5405,12,0,8:00,1,4
10/30/2015 9:00,,278.375,0,0,,Clouds,overcast clouds,5118,,0,9:00,1,4
10/30/2015 10:00,,278.86,0,0,90,Clouds,overcast clouds,4831,12,0,10:00,0,4
10/30/2015 11:00,,279.79,0,0,,Clouds,overcast clouds,5254,,0,11:00,0,4
10/30/2015 12:00,,280.72,0,0,40,Clouds,scattered clouds,5676,12,0,12:00,0,4
10/30/2015 13:00,,283.01,0,0,1,Clear,sky is clear,5466,12,0,13:00,0,4
10/30/2015 14:00,,283.415,0,0,,Clear,sky is clear,5812,,0,14:00,0,4
10/30/2015 15:00,,283.82,0,0,1,Clear,sky is clear,6158,12,0,15:00,0,4
10/30/2015 16:00,,283.985,0,0,,Clear,sky is clear,6046,,0,16:00,1,4
10/30/2015 17:00,,284.15,0,0,40,Clouds,scattered clouds,5934,12,0,17:00,1,4
10/30/2015 18:00,,283.52,0,0,,Clouds,scattered clouds,4974,,0,18:00,1,4
10/30/2015 19:00,,282.89,0,0,40,Clouds,scattered clouds,4015,12,0,19:00,0,4
10/30/2015 20:00,,282.95,0,0,,Clouds,scattered clouds,3568,,0,20:00,0,4
10/30/2015 21:00,,283.01,0,0,90,Drizzle,drizzle,3120,12,0,21:00,0,4
10/30/2015 22:00,,282.35,0,0,,Drizzle,drizzle,2632,,0,22:00,0,4
10/30/2015 23:00,,281.69,0,0,90,Rain,moderate rain,2144,12,0,23:00,0,4
10/31/2015 0:00,,280.42,0,0,90,Rain,moderate rain,1314,12,0,0:00,0,5
10/31/2015 1:00,,280.4733333,0,0,,Rain,moderate rain,1013,,0,1:00,0,5
10/31/2015 2:00,,280.5266667,0,0,,Rain,moderate rain,712,,0,2:00,0,5
10/31/2015 3:00,,280.58,0,0,90,Rain,moderate rain,411,12,0,3:00,0,5
10/31/2015 4:00,,280.565,0,0,,Rain,moderate rain,566,,0,4:00,0,5
10/31/2015 5:00,,280.55,0,0,90,Rain,moderate rain,721,12,0,5:00,0,5
10/31/2015 6:00,,280.42,0,0,,Rain,moderate rain,1264,,0,6:00,0,5
10/31/2015 7:00,,280.29,0,0,90,Rain,heavy intensity rain,1806,12,0,7:00,1,5
10/31/2015 8:00,,280.33,0,0,,Rain,heavy intensity rain,2581,,0,8:00,1,5
10/31/2015 9:00,,280.37,0,0,90,Rain,moderate rain,3356,12,0,9:00,1,5
10/31/2015 10:00,,280.615,0,0,,Rain,moderate rain,4422,,0,10:00,0,5
10/31/2015 11:00,,280.86,0,0,90,Rain,light rain,5488,12,0,11:00,0,5
10/31/2015 12:00,,281.16,0,0,,Rain,light rain,5017,,0,12:00,0,5
10/31/2015 13:00,,281.46,0,0,90,Rain,light rain,4546,12,0,13:00,0,5
10/31/2015 14:00,,281.88,0,0,,Rain,light rain,4597,,0,14:00,0,5
10/31/2015 15:00,,282.3,0,0,90,Clouds,overcast clouds,4648,12,0,15:00,0,5
10/31/2015 16:00,,282.69,0,0,,Clouds,overcast clouds,4376,,0,16:00,1,5
10/31/2015 17:00,,283.08,0,0,90,Clouds,overcast clouds,4105,12,0,17:00,1,5
10/31/2015 18:00,,282.65,0,0,,Clouds,overcast clouds,3558,,0,18:00,1,5
10/31/2015 19:00,,282.22,0,0,40,Clouds,scattered clouds,3012,12,0,19:00,0,5
10/31/2015 20:00,,282.61,0,0,,Clouds,scattered clouds,2946,,0,20:00,0,5
10/31/2015 21:00,,283,0,0,90,Rain,light rain,2880,12,0,21:00,0,5
10/31/2015 22:00,,282.875,0,0,,Rain,light rain,2448,,0,22:00,0,5
10/31/2015 23:00,,282.75,0,0,90,Clouds,overcast clouds,2017,12,0,23:00,0,5
11/1/2015 0:00,,282.81,0,0,75,Clouds,broken clouds,1825,12,0,0:00,0,6
11/1/2015 1:00,,281.44,0,0,1,Clear,sky is clear,779,12,0,1:00,0,6
11/1/2015 2:00,,281.295,0,0,,Clear,sky is clear,546,,0,2:00,0,6
11/1/2015 3:00,,281.15,0,0,90,Clouds,overcast clouds,314,12,0,3:00,0,6
11/1/2015 4:00,,280.715,0,0,,Clouds,overcast clouds,380,,0,4:00,0,6
11/1/2015 5:00,,280.28,0,0,75,Clouds,broken clouds,447,12,0,5:00,0,6
11/1/2015 6:00,,279.65,0,0,,Clouds,broken clouds,856,,0,6:00,0,6
11/1/2015 7:00,,279.02,0,0,90,Clouds,overcast clouds,1266,12,0,7:00,1,6
11/1/2015 8:00,,279.26,0,0,,Clouds,overcast clouds,2078,,0,8:00,1,6
11/1/2015 9:00,,279.5,0,0,40,Clouds,scattered clouds,2890,12,0,9:00,1,6
11/1/2015 10:00,,281.495,0,0,,Clouds,scattered clouds,3340,,0,10:00,0,6
11/1/2015 11:00,,283.49,0,0,1,Clear,sky is clear,3790,12,0,11:00,0,6
11/1/2015 12:00,,284.085,0,0,,Clear,sky is clear,3918,,0,12:00,0,6
11/1/2015 13:00,,284.68,0,0,1,Clear,sky is clear,4046,12,0,13:00,0,6
11/1/2015 14:00,,285.165,0,0,,Clear,sky is clear,4206,,0,14:00,0,6
11/1/2015 15:00,,285.65,0,0,1,Clear,sky is clear,4365,12,0,15:00,0,6
11/1/2015 16:00,,285.435,0,0,,Clear,sky is clear,4496,,0,16:00,1,6
11/1/2015 17:00,,285.22,0,0,1,Clear,sky is clear,4628,12,0,17:00,1,6
11/1/2015 18:00,,284.495,0,0,,Clear,sky is clear,3822,,0,18:00,1,6
11/1/2015 19:00,,283.77,0,0,1,Clear,sky is clear,3017,12,0,19:00,0,6
11/1/2015 20:00,,283.46,0,0,,Clear,sky is clear,2375,,0,20:00,0,6
11/1/2015 21:00,,283.15,0,0,75,Clouds,broken clouds,1733,12,0,21:00,0,6
11/1/2015 22:00,,282.69,0,0,,Clouds,broken clouds,1306,,0,22:00,0,6
11/1/2015 23:00,,282.23,0,0,1,Clear,sky is clear,878,12,0,23:00,0,6
11/2/2015 0:00,,280.59,0,0,1,Clear,sky is clear,432,12,0,0:00,0,0
11/2/2015 1:00,,280.37,0,0,40,Clouds,scattered clouds,288,12,0,1:00,0,0
11/2/2015 2:00,,280.3433333,0,0,,Clouds,scattered clouds,492,,0,2:00,0,0
11/2/2015 3:00,,280.3166667,0,0,,Clouds,scattered clouds,696,,0,3:00,0,0
11/2/2015 4:00,,280.29,0,0,1,Clear,sky is clear,900,12,0,4:00,0,0
11/2/2015 5:00,,280.15,0,0,,Clear,sky is clear,3538,,0,5:00,0,0
11/2/2015 6:00,,280.01,0,0,1,Clear,sky is clear,6177,12,0,6:00,0,0
11/2/2015 7:00,,280.15,0,0,75,Mist,mist,6532,12,0,7:00,1,0
11/2/2015 8:00,,281.8866667,0,0,,Mist,mist,5847,,0,8:00,1,0
11/2/2015 9:00,,283.6233333,0,0,,Mist,mist,5162,,0,9:00,1,0
11/2/2015 10:00,,285.36,0,0,75,Clouds,broken clouds,4477,12,0,10:00,0,0
11/2/2015 11:00,,287.47,0,0,,Clouds,broken clouds,4567,,0,11:00,0,0
11/2/2015 12:00,,289.58,0,0,1,Clear,sky is clear,4657,12,0,12:00,0,0
11/2/2015 13:00,,292.8,0,0,1,Clear,sky is clear,4690,12,0,13:00,0,0
11/2/2015 14:00,,293.045,0,0,,Clear,sky is clear,5204,,0,14:00,0,0
11/2/2015 15:00,,293.29,0,0,1,Clear,sky is clear,5717,12,0,15:00,0,0
11/2/2015 16:00,,292.145,0,0,,Clear,sky is clear,5958,,0,16:00,1,0
11/2/2015 17:00,,291,0,0,20,Haze,haze,6198,12,0,17:00,1,0
11/2/2015 18:00,,288.085,0,0,,Haze,haze,4556,,0,18:00,1,0
11/2/2015 19:00,,285.17,0,0,1,Clear,sky is clear,2915,12,0,19:00,0,0
11/2/2015 20:00,,283.84,0,0,,Clear,sky is clear,2512,,0,20:00,0,0
11/2/2015 21:00,,282.51,0,0,1,Clear,sky is clear,2108,12,0,21:00,0,0
11/2/2015 22:00,,281.685,0,0,,Clear,sky is clear,1540,,0,22:00,0,0
11/2/2015 23:00,,280.86,0,0,1,Clear,sky is clear,972,12,0,23:00,0,0
11/3/2015 0:00,,280.15,0,0,1,Clear,sky is clear,486,12,0,0:00,0,1
11/3/2015 1:00,,279.87,0,0,1,Mist,mist,302,12,0,1:00,0,1
11/3/2015 2:00,,279.79,0,0,90,Mist,mist,229,12,0,2:00,0,1
11/3/2015 3:00,,279.76,0,0,,Mist,mist,560,,0,3:00,0,1
11/3/2015 4:00,,279.73,0,0,1,Mist,mist,891,12,0,4:00,0,1
11/3/2015 5:00,,279.405,0,0,,Mist,mist,3500,,0,5:00,0,1
11/3/2015 6:00,,279.08,0,0,1,Mist,mist,6110,12,0,6:00,0,1
11/3/2015 7:00,,279.755,0,0,,Mist,mist,5914,,0,7:00,1,1
11/3/2015 8:00,,280.43,0,0,1,Mist,mist,5719,12,0,8:00,1,1
11/3/2015 9:00,,283.035,0,0,,Mist,mist,5054,,0,9:00,1,1
11/3/2015 10:00,,285.64,0,0,40,Fog,fog,4389,12,0,10:00,0,1
11/3/2015 11:00,,287.895,0,0,,Fog,fog,4716,,0,11:00,0,1
11/3/2015 12:00,,290.15,0,0,1,Clear,sky is clear,5042,12,0,12:00,0,1
11/3/2015 13:00,,291.85,0,0,,Clear,sky is clear,5344,,0,13:00,0,1
11/3/2015 14:00,,293.55,0,0,1,Clear,sky is clear,5646,12,0,14:00,0,1
11/3/2015 15:00,,293.85,0,0,,Clear,sky is clear,6097,,0,15:00,0,1
11/3/2015 16:00,,294.15,0,0,5,Clear,sky is clear,6548,12,0,16:00,1,1
11/3/2015 17:00,,292.385,0,0,,Clear,sky is clear,5497,,0,17:00,1,1
11/3/2015 18:00,,290.62,0,0,5,Clear,sky is clear,4446,12,0,18:00,1,1
11/3/2015 19:00,,290.03,0,0,,Clear,sky is clear,3543,,0,19:00,0,1
11/3/2015 20:00,,289.44,0,0,1,Clear,sky is clear,2640,12,0,20:00,0,1
11/3/2015 21:00,,288.865,0,0,,Clear,sky is clear,2112,,0,21:00,0,1
11/3/2015 22:00,,288.29,0,0,1,Clear,sky is clear,1584,12,0,22:00,0,1
11/3/2015 23:00,,287.14,0,0,1,Haze,haze,994,12,0,23:00,0,1
11/4/2015 0:00,,287.145,0,0,,Haze,haze,665,,0,0:00,0,2
11/4/2015 1:00,,287.15,0,0,1,Mist,mist,336,12,0,1:00,0,2
11/4/2015 2:00,,287.01,0,0,,Mist,mist,352,,0,2:00,0,2
11/4/2015 3:00,,286.87,0,0,1,Mist,mist,367,12,0,3:00,0,2
11/4/2015 4:00,,286.44,0,0,,Mist,mist,1696,,0,4:00,0,2
11/4/2015 5:00,,286.01,0,0,1,Mist,mist,3025,12,0,5:00,0,2
11/4/2015 6:00,,285.615,0,0,,Mist,mist,4747,,0,6:00,0,2
11/4/2015 7:00,,285.22,0,0,1,Mist,mist,6469,12,0,7:00,1,2
11/4/2015 8:00,,286.23,0,0,75,Mist,mist,6098,12,0,8:00,1,2
11/4/2015 9:00,,286.9166667,0,0,,Mist,mist,5683,,0,9:00,1,2
11/4/2015 10:00,,287.6033333,0,0,,Mist,mist,5267,,0,10:00,0,2
11/4/2015 11:00,,288.29,0,0,90,Mist,mist,4852,12,0,11:00,0,2
11/4/2015 12:00,,288.44,0,0,90,Mist,mist,5028,12,0,12:00,0,2
11/4/2015 13:00,,288.44,0,0,,Mist,mist,5127,,0,13:00,0,2
11/4/2015 14:00,,288.44,0,0,90,Mist,mist,5226,12,0,14:00,0,2
11/4/2015 15:00,,288.46,0,0,,Mist,mist,5948,,0,15:00,0,2
11/4/2015 16:00,,288.48,0,0,90,Haze,haze,6670,12,0,16:00,1,2
11/4/2015 17:00,,288.53,0,0,,Haze,haze,5596,,0,17:00,1,2
11/4/2015 18:00,,288.58,0,0,90,Clouds,overcast clouds,4523,12,0,18:00,1,2
11/4/2015 19:00,,288.6,0,0,,Clouds,overcast clouds,3653,,0,19:00,0,2
11/4/2015 20:00,,288.62,0,0,90,Haze,haze,2783,12,0,20:00,0,2
11/4/2015 21:00,,288.885,0,0,,Haze,haze,2242,,0,21:00,0,2
11/4/2015 22:00,,289.15,0,0,90,Clouds,overcast clouds,1702,12,0,22:00,0,2
11/4/2015 23:00,,289.51,0,0,90,Clouds,overcast clouds,1012,12,0,23:00,0,2
11/5/2015 0:00,,289.475,0,0,,Clouds,overcast clouds,685,,0,0:00,0,3
11/5/2015 1:00,,289.44,0,0,40,Clouds,scattered clouds,358,12,0,1:00,0,3
11/5/2015 2:00,,289.475,0,0,,Clouds,scattered clouds,365,,0,2:00,0,3
11/5/2015 3:00,,289.51,0,0,1,Clear,sky is clear,372,12,0,3:00,0,3
11/5/2015 4:00,,289.195,0,0,,Clear,sky is clear,1656,,0,4:00,0,3
11/5/2015 5:00,,288.88,0,0,1,Haze,haze,2940,12,0,5:00,0,3
11/5/2015 6:00,,288.545,0,0,,Haze,haze,4764,,0,6:00,0,3
11/5/2015 7:00,,288.21,0,0,75,Rain,moderate rain,6588,12,0,7:00,1,3
11/5/2015 8:00,,288.445,0,0,,Rain,moderate rain,5946,,0,8:00,1,3
11/5/2015 9:00,,288.68,0,0,90,Clouds,overcast clouds,5304,12,0,9:00,1,3
11/5/2015 10:00,,289.15,0,0,,Clouds,overcast clouds,5059,,0,10:00,0,3
11/5/2015 11:00,,289.62,0,0,90,Clouds,overcast clouds,4814,12,0,11:00,0,3
11/5/2015 12:00,,290.99,0,0,90,Clouds,overcast clouds,5039,12,0,12:00,0,3
11/5/2015 13:00,,290.895,0,0,,Clouds,overcast clouds,5204,,0,13:00,0,3
11/5/2015 14:00,,290.8,0,0,90,Rain,moderate rain,5370,12,0,14:00,0,3
11/5/2015 15:00,,288.78,0,0,,Rain,moderate rain,6056,,0,15:00,0,3
11/5/2015 16:00,,286.76,0,0,90,Clouds,overcast clouds,6743,12,0,16:00,1,3
11/5/2015 17:00,,284.76,0,0,,Clouds,overcast clouds,5741,,0,17:00,1,3
11/5/2015 18:00,,282.76,0,0,90,Clouds,overcast clouds,4739,12,0,18:00,1,3
11/5/2015 19:00,,281.855,0,0,,Clouds,overcast clouds,3777,,0,19:00,0,3
11/5/2015 20:00,,280.95,0,0,90,Clouds,overcast clouds,2815,12,0,20:00,0,3
11/5/2015 21:00,,280.3,0,0,,Clouds,overcast clouds,3377,,0,21:00,0,3
11/5/2015 22:00,,279.65,0,0,90,Clouds,overcast clouds,3939,12,0,22:00,0,3
11/5/2015 23:00,,278.87,0,0,90,Clouds,overcast clouds,1319,12,0,23:00,0,3
11/6/2015 0:00,,278.675,0,0,,Clouds,overcast clouds,850,,0,0:00,0,4
11/6/2015 1:00,,278.48,0,0,90,Clouds,overcast clouds,381,12,0,1:00,0,4
11/6/2015 2:00,,278.45,0,0,,Clouds,overcast clouds,387,,0,2:00,0,4
11/6/2015 3:00,,278.42,0,0,90,Clouds,overcast clouds,393,12,0,3:00,0,4
11/6/2015 4:00,,278.43,0,0,,Clouds,overcast clouds,1550,,0,4:00,0,4
11/6/2015 5:00,,278.44,0,0,90,Clouds,overcast clouds,2708,12,0,5:00,0,4
11/6/2015 6:00,,278.475,0,0,,Clouds,overcast clouds,4758,,0,6:00,0,4
11/6/2015 7:00,,278.51,0,0,90,Clouds,overcast clouds,6809,12,0,7:00,1,4
11/6/2015 8:00,,278.545,0,0,,Clouds,overcast clouds,5948,,0,8:00,1,4
11/6/2015 9:00,,278.58,0,0,90,Clouds,overcast clouds,5087,12,0,9:00,1,4
11/6/2015 10:00,,279.185,0,0,,Clouds,overcast clouds,5133,,0,10:00,0,4
11/6/2015 11:00,,279.79,0,0,75,Clouds,broken clouds,5179,12,0,11:00,0,4
11/6/2015 12:00,,280.69,0,0,90,Clouds,overcast clouds,5475,12,0,12:00,0,4
11/6/2015 13:00,,280.73,0,0,90,Clouds,overcast clouds,5226,12,0,13:00,0,4
11/6/2015 14:00,,280.55,0,0,,Clouds,overcast clouds,5549,,0,14:00,0,4
11/6/2015 15:00,,280.37,0,0,90,Drizzle,light intensity drizzle,5872,12,0,15:00,0,4
11/6/2015 16:00,,280.155,0,0,,Drizzle,light intensity drizzle,5950,,0,16:00,1,4
11/6/2015 17:00,,279.94,0,0,90,Clouds,overcast clouds,6028,12,0,17:00,1,4
11/6/2015 18:00,,279.335,0,0,,Clouds,overcast clouds,4772,,0,18:00,1,4
11/6/2015 19:00,,278.73,0,0,1,Clear,sky is clear,3515,12,0,19:00,0,4
11/6/2015 20:00,,277.875,0,0,,Clear,sky is clear,3200,,0,20:00,0,4
11/6/2015 21:00,,277.02,0,0,75,Clouds,broken clouds,2884,12,0,21:00,0,4
11/6/2015 22:00,,277.05,0,0,,Clouds,broken clouds,2298,,0,22:00,0,4
11/6/2015 23:00,,277.08,0,0,40,Clouds,scattered clouds,1713,12,0,23:00,0,4
11/7/2015 0:00,,276.81,0,0,75,Clouds,broken clouds,1100,12,0,0:00,0,5
11/7/2015 1:00,,276.49,0,0,40,Clouds,scattered clouds,639,12,0,1:00,0,5
11/7/2015 2:00,,276.0666667,0,0,,Clouds,scattered clouds,551,,0,2:00,0,5
11/7/2015 3:00,,275.6433333,0,0,,Clouds,scattered clouds,464,,0,3:00,0,5
11/7/2015 4:00,,275.22,0,0,1,Clear,sky is clear,376,12,0,4:00,0,5
11/7/2015 5:00,,274.485,0,0,,Clear,sky is clear,816,,0,5:00,0,5
11/7/2015 6:00,,273.75,0,0,1,Clear,sky is clear,1256,12,0,6:00,0,5
11/7/2015 7:00,,273.485,0,0,,Clear,sky is clear,2152,,0,7:00,1,5
11/7/2015 8:00,,273.22,0,0,5,Clear,sky is clear,3047,12,0,8:00,1,5
11/7/2015 9:00,,274.85,0,0,,Clear,sky is clear,3536,,0,9:00,1,5
11/7/2015 10:00,,276.48,0,0,5,Clear,sky is clear,4024,12,0,10:00,0,5
11/7/2015 11:00,,278.315,0,0,,Clear,sky is clear,4352,,0,11:00,0,5
11/7/2015 12:00,,280.15,0,0,1,Clear,sky is clear,4680,12,0,12:00,0,5
11/7/2015 13:00,,280.97,0,0,,Clear,sky is clear,4585,,0,13:00,0,5
11/7/2015 14:00,,281.79,0,0,40,Clouds,scattered clouds,4490,12,0,14:00,0,5
11/7/2015 15:00,,282.235,0,0,,Clouds,scattered clouds,4516,,0,15:00,0,5
11/7/2015 16:00,,282.68,0,0,1,Clear,sky is clear,4542,12,0,16:00,1,5
11/7/2015 17:00,,281.05,0,0,,Clear,sky is clear,4376,,0,17:00,1,5
11/7/2015 18:00,,279.42,0,0,1,Clear,sky is clear,4209,12,0,18:00,1,5
11/7/2015 19:00,,278.42,0,0,,Clear,sky is clear,3502,,0,19:00,0,5
11/7/2015 20:00,,277.42,0,0,1,Clear,sky is clear,2794,12,0,20:00,0,5
11/7/2015 21:00,,277.15,0,0,,Clear,sky is clear,3198,,0,21:00,0,5
11/7/2015 22:00,,276.88,0,0,1,Clear,sky is clear,3601,12,0,22:00,0,5
11/7/2015 23:00,,276.95,0,0,1,Clear,sky is clear,1999,12,0,23:00,0,5
11/8/2015 0:00,,277.225,0,0,,Clear,sky is clear,1370,,0,0:00,0,6
11/8/2015 1:00,,277.5,0,0,1,Clear,sky is clear,741,12,0,1:00,0,6
11/8/2015 2:00,,277.28,0,0,1,Clear,sky is clear,589,12,0,2:00,0,6
11/8/2015 3:00,,277.535,0,0,,Clear,sky is clear,446,,0,3:00,0,6
11/8/2015 4:00,,277.79,0,0,1,Clear,sky is clear,304,12,0,4:00,0,6
11/8/2015 5:00,,277.79,0,0,,Clear,sky is clear,553,,0,5:00,0,6
11/8/2015 6:00,,277.79,0,0,1,Clear,sky is clear,802,12,0,6:00,0,6
11/8/2015 7:00,,277.97,0,0,,Clear,sky is clear,1492,,0,7:00,1,6
11/8/2015 8:00,,278.15,0,0,5,Clear,sky is clear,2181,12,0,8:00,1,6
11/8/2015 9:00,,281.86,0,0,1,Clear,sky is clear,3159,12,0,9:00,1,6
11/8/2015 10:00,,283.2666667,0,0,,Clear,sky is clear,3518,,0,10:00,0,6
11/8/2015 11:00,,284.6733333,0,0,,Clear,sky is clear,3876,,0,11:00,0,6
11/8/2015 12:00,,286.08,0,0,1,Clear,sky is clear,4235,12,0,12:00,0,6
11/8/2015 13:00,,288.28,0,0,1,Clear,sky is clear,3966,12,0,13:00,0,6
11/8/2015 14:00,,288.345,0,0,,Clear,sky is clear,3950,,0,14:00,0,6
11/8/2015 15:00,,288.41,0,0,5,Clear,sky is clear,3933,12,0,15:00,0,6
11/8/2015 16:00,,287.58,0,0,,Clear,sky is clear,3924,,0,16:00,1,6
11/8/2015 17:00,,286.75,0,0,1,Clear,sky is clear,3914,12,0,17:00,1,6
11/8/2015 18:00,,285.345,0,0,,Clear,sky is clear,3418,,0,18:00,1,6
11/8/2015 19:00,,283.94,0,0,1,Clear,sky is clear,2922,12,0,19:00,0,6
