temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,segment_id
283.49,0,0,1,Clear,sky is clear,11/1/2015 11:00,3790,12
284.68,0,0,1,Clear,sky is clear,11/1/2015 13:00,4046,12
285.65,0,0,1,Clear,sky is clear,11/1/2015 15:00,4365,12
285.22,0,0,1,Clear,sky is clear,11/1/2015 17:00,4628,12
283.77,0,0,1,Clear,sky is clear,11/1/2015 19:00,3017,12
283.15,0,0,75,Clouds,broken clouds,11/1/2015 21:00,1733,12
282.23,0,0,1,Clear,sky is clear,11/1/2015 23:00,878,12
280.59,0,0,1,Clear,sky is clear,11/2/2015 0:00,432,12
280.37,0,0,40,Clouds,scattered clouds,11/2/2015 1:00,288,12
280.29,0,0,1,Clear,sky is clear,11/2/2015 4:00,900,12
280.01,0,0,1,Clear,sky is clear,11/2/2015 6:00,6177,12
280.15,0,0,75,Mist,mist,11/2/2015 7:00,6532,12
285.36,0,0,75,Clouds,broken clouds,11/2/2015 10:00,4477,12
289.58,0,0,1,Clear,sky is clear,11/2/2015 12:00,4657,12
292.8,0,0,1,Clear,sky is clear,11/2/2015 13:00,4690,12
293.29,0,0,1,Clear,sky is clear,11/2/2015 15:00,5717,12
291,0,0,20,Haze,haze,11/2/2015 17:00,6198,12
285.17,0,0,1,Clear,sky is clear,11/2/2015 19:00,2915,12
282.51,0,0,1,Clear,sky is clear,11/2/2015 21:00,2108,12
280.86,0,0,1,Clear,sky is clear,11/2/2015 23:00,972,12
280.15,0,0,1,Clear,sky is clear,11/3/2015 0:00,486,12
279.87,0,0,1,Mist,mist,11/3/2015 1:00,302,12
279.79,0,0,90,Mist,mist,11/3/2015 2:00,229,12
279.73,0,0,1,Mist,mist,11/3/2015 4:00,891,12
279.08,0,0,1,Mist,mist,11/3/2015 6:00,6110,12
280.43,0,0,1,Mist,mist,11/3/2015 8:00,5719,12
285.64,0,0,40,Fog,fog,11/3/2015 10:00,4389,12
290.15,0,0,1,Clear,sky is clear,11/3/2015 12:00,5042,12
293.55,0,0,1,Clear,sky is clear,11/3/2015 14:00,5646,12
294.15,0,0,5,Clear,sky is clear,11/3/2015 16:00,6548,12
290.62,0,0,5,Clear,sky is clear,11/3/2015 18:00,4446,12
289.44,0,0,1,Clear,sky is clear,11/3/2015 20:00,2640,12
288.29,0,0,1,Clear,sky is clear,11/3/2015 22:00,1584,12
287.14,0,0,1,Haze,haze,11/3/2015 23:00,994,12
287.15,0,0,1,Mist,mist,11/4/2015 1:00,336,12
286.87,0,0,1,Mist,mist,11/4/2015 3:00,367,12
286.01,0,0,1,Mist,mist,11/4/2015 5:00,3025,12
285.22,0,0,1,Mist,mist,11/4/2015 7:00,6469,12
286.23,0,0,75,Mist,mist,11/4/2015 8:00,6098,12
288.29,0,0,90,Mist,mist,11/4/2015 11:00,4852,12
288.44,0,0,90,Mist,mist,11/4/2015 12:00,5028,12
288.44,0,0,90,Mist,mist,11/4/2015 14:00,5226,12
288.48,0,0,90,Haze,haze,11/4/2015 16:00,6670,12
288.58,0,0,90,Clouds,overcast clouds,11/4/2015 18:00,4523,12
288.62,0,0,90,Haze,haze,11/4/2015 20:00,2783,12
289.15,0,0,90,Clouds,overcast clouds,11/4/2015 22:00,1702,12
289.51,0,0,90,Clouds,overcast clouds,11/4/2015 23:00,1012,12
289.44,0,0,40,Clouds,scattered clouds,11/5/2015 1:00,358,12
289.51,0,0,1,Clear,sky is clear,11/5/2015 3:00,372,12
288.88,0,0,1,Haze,haze,11/5/2015 5:00,2940,12
288.21,0,0,75,Rain,moderate rain,11/5/2015 7:00,6588,12
288.68,0,0,90,Clouds,overcast clouds,11/5/2015 9:00,5304,12
289.62,0,0,90,Clouds,overcast clouds,11/5/2015 11:00,4814,12
290.99,0,0,90,Clouds,overcast clouds,11/5/2015 12:00,5039,12
290.8,0,0,90,Rain,moderate rain,11/5/2015 14:00,5370,12
286.76,0,0,90,Clouds,overcast clouds,11/5/2015 16:00,6743,12
282.76,0,0,90,Clouds,overcast clouds,11/5/2015 18:00,4739,12
280.95,0,0,90,Clouds,overcast clouds,11/5/2015 20:00,2815,12
279.65,0,0,90,Clouds,overcast clouds,11/5/2015 22:00,3939,12
278.87,0,0,90,Clouds,overcast clouds,11/5/2015 23:00,1319,12
278.48,0,0,90,Clouds,overcast clouds,11/6/2015 1:00,381,12
278.42,0,0,90,Clouds,overcast clouds,11/6/2015 3:00,393,12
278.44,0,0,90,Clouds,overcast clouds,11/6/2015 5:00,2708,12
278.51,0,0,90,Clouds,overcast clouds,11/6/2015 7:00,6809,12
278.58,0,0,90,Clouds,overcast clouds,11/6/2015 9:00,5087,12
279.79,0,0,75,Clouds,broken clouds,11/6/2015 11:00,5179,12
280.69,0,0,90,Clouds,overcast clouds,11/6/2015 12:00,5475,12
280.73,0,0,90,Clouds,overcast clouds,11/6/2015 13:00,5226,12
280.37,0,0,90,Drizzle,light intensity drizzle,11/6/2015 15:00,5872,12
279.94,0,0,90,Clouds,overcast clouds,11/6/2015 17:00,6028,12
278.73,0,0,1,Clear,sky is clear,11/6/2015 19:00,3515,12
277.02,0,0,75,Clouds,broken clouds,11/6/2015 21:00,2884,12
277.08,0,0,40,Clouds,scattered clouds,11/6/2015 23:00,1713,12
276.81,0,0,75,Clouds,broken clouds,11/7/2015 0:00,1100,12
276.49,0,0,40,Clouds,scattered clouds,11/7/2015 1:00,639,12
275.22,0,0,1,Clear,sky is clear,11/7/2015 4:00,376,12
273.75,0,0,1,Clear,sky is clear,11/7/2015 6:00,1256,12
273.22,0,0,5,Clear,sky is clear,11/7/2015 8:00,3047,12
276.48,0,0,5,Clear,sky is clear,11/7/2015 10:00,4024,12
280.15,0,0,1,Clear,sky is clear,11/7/2015 12:00,4680,12
281.79,0,0,40,Clouds,scattered clouds,11/7/2015 14:00,4490,12
282.68,0,0,1,Clear,sky is clear,11/7/2015 16:00,4542,12
279.42,0,0,1,Clear,sky is clear,11/7/2015 18:00,4209,12
277.42,0,0,1,Clear,sky is clear,11/7/2015 20:00,2794,12
276.88,0,0,1,Clear,sky is clear,11/7/2015 22:00,3601,12
276.95,0,0,1,Clear,sky is clear,11/7/2015 23:00,1999,12
277.5,0,0,1,Clear,sky is clear,11/8/2015 1:00,741,12
277.28,0,0,1,Clear,sky is clear,11/8/2015 2:00,589,12
277.79,0,0,1,Clear,sky is clear,11/8/2015 4:00,304,12
277.79,0,0,1,Clear,sky is clear,11/8/2015 6:00,802,12
278.15,0,0,5,Clear,sky is clear,11/8/2015 8:00,2181,12
281.86,0,0,1,Clear,sky is clear,11/8/2015 9:00,3159,12
286.08,0,0,1,Clear,sky is clear,11/8/2015 12:00,4235,12
288.28,0,0,1,Clear,sky is clear,11/8/2015 13:00,3966,12
288.41,0,0,5,Clear,sky is clear,11/8/2015 15:00,3933,12
286.75,0,0,1,Clear,sky is clear,11/8/2015 17:00,3914,12
283.94,0,0,1,Clear,sky is clear,11/8/2015 19:00,2922,12
282.88,0,0,5,Clear,sky is clear,11/8/2015 21:00,1931,12
281.43,0,0,1,Clear,sky is clear,11/8/2015 23:00,850,12
281,0,0,1,Clear,sky is clear,11/9/2015 0:00,465,12
280.57,0,0,1,Clear,sky is clear,11/9/2015 1:00,299,12
280.15,0,0,1,Clear,sky is clear,11/9/2015 3:00,329,12
279.75,0,0,1,Clear,sky is clear,11/9/2015 5:00,2845,12
279.15,0,0,5,Clear,sky is clear,11/9/2015 7:00,6514,12
280.51,0,0,1,Clear,sky is clear,11/9/2015 9:00,4930,12
284.22,0,0,1,Clear,sky is clear,11/9/2015 11:00,4510,12
287.36,0,0,1,Clear,sky is clear,11/9/2015 12:00,4587,12
289.08,0,0,1,Clear,sky is clear,11/9/2015 14:00,5096,12
289.55,0,0,5,Clear,sky is clear,11/9/2015 16:00,6319,12
285.49,0,0,5,Clear,sky is clear,11/9/2015 18:00,4329,12
283.79,0,0,5,Clear,sky is clear,11/9/2015 20:00,2446,12
282.15,0,0,1,Clear,sky is clear,11/9/2015 22:00,1428,12
281.01,0,0,1,Clear,sky is clear,11/9/2015 23:00,931,12
280.02,0,0,1,Clear,sky is clear,11/10/2015 0:00,471,12
279.68,0,0,1,Clear,sky is clear,11/10/2015 1:00,317,12
279.01,0,0,1,Clear,sky is clear,11/10/2015 3:00,303,12
277.68,0,0,1,Clear,sky is clear,11/10/2015 5:00,2956,12
277.48,0,0,1,Clear,sky is clear,11/10/2015 7:00,6504,12
279.08,0,0,1,Clear,sky is clear,11/10/2015 9:00,5176,12
284.5,0,0,40,Clouds,scattered clouds,11/10/2015 11:00,4724,12
287.68,0,0,40,Clouds,scattered clouds,11/10/2015 12:00,5030,12
288.55,0,0,1,Clear,sky is clear,11/10/2015 14:00,5142,12
288.15,0,0,75,Clouds,broken clouds,11/10/2015 16:00,6517,12
285.15,0,0,1,Clear,sky is clear,11/10/2015 18:00,4646,12
284.3,0,0,90,Clouds,overcast clouds,11/10/2015 20:00,2740,12
283.88,0,0,75,Clouds,broken clouds,11/10/2015 22:00,3119,12
283.35,0,0,75,Clouds,broken clouds,11/11/2015 0:00,559,12
280.94,0,0,1,Clear,sky is clear,11/11/2015 1:00,355,12
279.02,0,0,40,Clouds,scattered clouds,11/11/2015 4:00,881,12
277.76,0,0,1,Clear,sky is clear,11/11/2015 6:00,6049,12
276.62,0,0,1,Mist,mist,11/11/2015 8:00,5409,12
281.51,0,0,75,Clouds,broken clouds,11/11/2015 10:00,4551,12
283.79,0,0,75,Clouds,broken clouds,11/11/2015 12:00,4776,12
284.58,0,0,90,Thunderstorm,proximity thunderstorm,11/11/2015 14:00,5167,12
284.08,0,0,90,Thunderstorm,proximity thunderstorm,11/11/2015 16:00,5310,12
281.72,0,0,90,Thunderstorm,proximity thunderstorm,11/11/2015 18:00,3533,12
281.42,0,0,90,Thunderstorm,thunderstorm with rain,11/11/2015 20:00,2340,12
281.29,0,0,90,Rain,heavy intensity rain,11/11/2015 22:00,1430,12
280.72,0,0,90,Rain,moderate rain,11/11/2015 23:00,956,12
280.08,0,0,90,Snow,light snow,11/12/2015 1:00,293,12
280.15,0,0,90,Rain,heavy intensity rain,11/12/2015 2:00,253,12
280.01,0,0,90,Rain,moderate rain,11/12/2015 4:00,872,12
278.89,0,0,90,Rain,moderate rain,11/12/2015 6:00,5719,12
278.22,0,0,90,Drizzle,light intensity drizzle,11/12/2015 8:00,5789,12
277.15,0,0,90,Clouds,overcast clouds,11/12/2015 10:00,4688,12
277.51,0,0,75,Clouds,broken clouds,11/12/2015 12:00,5445,12
278.09,0,0,90,Clouds,overcast clouds,11/12/2015 14:00,5500,12
277.95,0,0,90,Clouds,overcast clouds,11/12/2015 16:00,6794,12
277.8,0,0,90,Clouds,overcast clouds,11/12/2015 18:00,4655,12
276.42,0,0,90,Clouds,overcast clouds,11/12/2015 20:00,2924,12
276.44,0,0,90,Clouds,overcast clouds,11/12/2015 22:00,1775,12
276.42,0,0,90,Clouds,overcast clouds,11/13/2015 0:00,485,12
275.82,0,0,75,Clouds,broken clouds,11/13/2015 2:00,257,12
274.87,0,0,1,Clear,sky is clear,11/13/2015 4:00,877,12
274.01,0,0,1,Clear,sky is clear,11/13/2015 6:00,5927,12
273.28,0,0,1,Clear,sky is clear,11/13/2015 8:00,5600,12
274.87,0,0,1,Clear,sky is clear,11/13/2015 10:00,4486,12
277.86,0,0,40,Clouds,scattered clouds,11/13/2015 12:00,4960,12
279.55,0,0,1,Clear,sky is clear,11/13/2015 14:00,5226,12
279.69,0,0,1,Clear,sky is clear,11/13/2015 16:00,6235,12
276.29,0,0,5,Clear,sky is clear,11/13/2015 18:00,4291,12
273.63,0,0,1,Clear,sky is clear,11/13/2015 20:00,2612,12
272.95,0,0,1,Clear,sky is clear,11/13/2015 22:00,1938,12
273.29,0,0,1,Clear,sky is clear,11/13/2015 23:00,1054,12
272.93,0,0,1,Clear,sky is clear,11/14/2015 1:00,717,12
273.41,0,0,1,Clear,sky is clear,11/14/2015 2:00,609,12
273.36,0,0,1,Clear,sky is clear,11/14/2015 3:00,427,12
274.65,0,0,1,Clear,sky is clear,11/14/2015 4:00,425,12
274.65,0,0,1,Clear,sky is clear,11/14/2015 6:00,1302,12
274.72,0,0,1,Clear,sky is clear,11/14/2015 8:00,3256,12
277.43,0,0,1,Clear,sky is clear,11/14/2015 10:00,4406,12
281.44,0,0,1,Clear,sky is clear,11/14/2015 12:00,5069,12
284.55,0,0,1,Clear,sky is clear,11/14/2015 13:00,4864,12
285.15,0,0,1,Clear,sky is clear,11/14/2015 14:00,5050,12
285.87,0,0,1,Clear,sky is clear,11/14/2015 16:00,5322,12
283.09,0,0,1,Clear,sky is clear,11/14/2015 18:00,4660,12
280.43,0,0,5,Clear,sky is clear,11/14/2015 20:00,2937,12
280.58,0,0,1,Clear,sky is clear,11/14/2015 22:00,3125,12
278.43,0,0,1,Mist,mist,11/15/2015 0:00,1398,12
277.94,0,0,1,Mist,mist,11/15/2015 2:00,678,12
277.29,0,0,1,Mist,mist,11/15/2015 3:00,374,12
276.72,0,0,1,Mist,mist,11/15/2015 4:00,304,12
277.01,0,0,1,Mist,mist,11/15/2015 5:00,486,12
277.15,0,0,5,Mist,mist,11/15/2015 6:00,842,12
277.01,0,0,1,Mist,mist,11/15/2015 7:00,1218,12
279.22,0,0,5,Clear,sky is clear,11/15/2015 8:00,2033,12
281.08,0,0,1,Clear,sky is clear,11/15/2015 9:00,2969,12
283.69,0,0,1,Clear,sky is clear,11/15/2015 11:00,4334,12
286.65,0,0,1,Clear,sky is clear,11/15/2015 12:00,4674,12
288.42,0,0,5,Clear,sky is clear,11/15/2015 14:00,4642,12
289.44,0,0,1,Clear,sky is clear,11/15/2015 16:00,4727,12
285.51,0,0,1,Clear,sky is clear,11/15/2015 18:00,3661,12
283.42,0,0,1,Clear,sky is clear,11/15/2015 20:00,2483,12
282.93,0,0,75,Clouds,broken clouds,11/15/2015 22:00,1395,12
284.79,0,0,90,Clouds,overcast clouds,11/16/2015 2:00,237,12
284.79,0,0,90,Clouds,overcast clouds,11/16/2015 3:00,307,12
284.42,0,0,90,Mist,mist,11/16/2015 4:00,844,12
284.51,0,0,90,Mist,mist,11/16/2015 5:00,2836,12
284.65,0,0,90,Thunderstorm,thunderstorm,11/16/2015 7:00,6089,12
283.36,0,0,90,Rain,moderate rain,11/16/2015 9:00,4636,12
281.92,0,0,90,Rain,moderate rain,11/16/2015 11:00,4306,12
281.72,0,0,90,Rain,moderate rain,11/16/2015 13:00,4716,12
282.35,0,0,90,Drizzle,drizzle,11/16/2015 17:00,5743,12
282.42,0,0,90,Rain,light rain,11/16/2015 19:00,2808,12
282.55,0,0,90,Clouds,overcast clouds,11/16/2015 21:00,2108,12
282.48,0,0,90,Rain,moderate rain,11/16/2015 23:00,888,12
282.42,0,0,90,Drizzle,light intensity drizzle,11/17/2015 0:00,478,12
282.42,0,0,90,Rain,light rain,11/17/2015 2:00,273,12
282.69,0,0,90,Rain,moderate rain,11/17/2015 4:00,859,12
282.75,0,0,90,Thunderstorm,proximity thunderstorm with rain,11/17/2015 6:00,5414,12
283.01,0,0,90,Rain,heavy intensity rain,11/17/2015 8:00,5356,12
283.29,0,0,90,Rain,moderate rain,11/17/2015 9:00,5236,12
283.29,0,0,90,Rain,moderate rain,11/17/2015 10:00,4247,12
283.53,0,0,90,Rain,moderate rain,11/17/2015 12:00,4749,12
284.01,0,0,90,Rain,moderate rain,11/17/2015 14:00,4947,12
284.38,0,0,90,Rain,heavy intensity rain,11/17/2015 16:00,6368,12
284.94,0,0,90,Rain,moderate rain,11/17/2015 18:00,4261,12
285.15,0,0,90,Drizzle,drizzle,11/17/2015 20:00,2578,12
285.44,0,0,90,Rain,light rain,11/17/2015 22:00,1826,12
285.51,0,0,90,Rain,moderate rain,11/18/2015 0:00,543,12
285.86,0,0,90,Rain,light rain,11/18/2015 2:00,292,12
286.15,0,0,90,Rain,moderate rain,11/18/2015 4:00,901,12
286.76,0,0,90,Rain,heavy intensity rain,11/18/2015 6:00,5773,12
286.43,0,0,75,Clouds,broken clouds,11/18/2015 8:00,5944,12
285.28,0,0,75,Rain,light rain,11/18/2015 10:00,4568,12
284.22,0,0,90,Rain,moderate rain,11/18/2015 12:00,4908,12
283.15,0,0,90,Rain,proximity shower rain,11/18/2015 14:00,5020,12
281.22,0,0,90,Rain,light rain,11/18/2015 16:00,6341,12
279.22,0,0,90,Rain,light rain,11/18/2015 18:00,4550,12
278.69,0,0,90,Drizzle,light intensity drizzle,11/18/2015 20:00,2777,12
278.95,0,0,90,Drizzle,light intensity drizzle,11/18/2015 22:00,1529,12
276.49,0,0,90,Rain,light rain,11/19/2015 0:00,538,12
274.82,0,0,90,Rain,light rain,11/19/2015 2:00,271,12
273.09,0,0,40,Clouds,scattered clouds,11/19/2015 4:00,907,12
272.08,0,0,75,Clouds,broken clouds,11/19/2015 6:00,5946,12
272.65,0,0,75,Snow,light snow,11/19/2015 8:00,5789,12
273.44,0,0,90,Clouds,overcast clouds,11/19/2015 10:00,4582,12
272.44,0,0,90,Snow,light snow,11/19/2015 12:00,5253,12
272.46,0,0,90,Snow,light snow,11/19/2015 14:00,5323,12
273.38,0,0,90,Clouds,overcast clouds,11/19/2015 16:00,6557,12
273.99,0,0,40,Clouds,scattered clouds,11/19/2015 18:00,4647,12
273.44,0,0,1,Clear,sky is clear,11/19/2015 20:00,2930,12
273.38,0,0,1,Clear,sky is clear,11/19/2015 22:00,2023,12
272.46,0,0,1,Clear,sky is clear,11/19/2015 23:00,1139,12
271.79,0,0,1,Clear,sky is clear,11/20/2015 1:00,372,12
270.87,0,0,1,Clear,sky is clear,11/20/2015 2:00,328,12
270.58,0,0,1,Clear,sky is clear,11/20/2015 3:00,367,12
269.92,0,0,1,Clear,sky is clear,11/20/2015 4:00,856,12
269.69,0,0,1,Clear,sky is clear,11/20/2015 5:00,2660,12
269.15,0,0,1,Clear,sky is clear,11/20/2015 7:00,6574,12
269.77,0,0,1,Clear,sky is clear,11/20/2015 9:00,5200,12
270.79,0,0,1,Clear,sky is clear,11/20/2015 11:00,5060,12
271.29,0,0,75,Clouds,broken clouds,11/20/2015 12:00,5563,12
271.72,0,0,90,Clouds,overcast clouds,11/20/2015 15:00,6042,12
271.61,0,0,90,Clouds,overcast clouds,11/20/2015 17:00,6240,12
271.35,0,0,90,Clouds,overcast clouds,11/20/2015 19:00,3557,12
270.82,0,0,1,Clear,sky is clear,11/20/2015 21:00,2846,12
270.08,0,0,1,Clear,sky is clear,11/20/2015 23:00,1668,12
268.63,0,0,1,Clear,sky is clear,11/21/2015 0:00,1065,12
267.66,0,0,1,Clear,sky is clear,11/21/2015 1:00,671,12
265.75,0,0,1,Clear,sky is clear,11/21/2015 4:00,385,12
265.22,0,0,90,Clouds,overcast clouds,11/21/2015 6:00,1377,12
264.23,0,0,1,Clear,sky is clear,11/21/2015 8:00,3231,12
266.15,0,0,40,Clouds,scattered clouds,11/21/2015 10:00,4548,12
268.35,0,0,1,Clear,sky is clear,11/21/2015 12:00,4790,12
269.94,0,0,1,Clear,sky is clear,11/21/2015 13:00,4609,12
270.42,0,0,1,Clear,sky is clear,11/21/2015 14:00,4477,12
270.22,0,0,5,Clear,sky is clear,11/21/2015 16:00,4397,12
268.44,0,0,75,Clouds,broken clouds,11/21/2015 18:00,4026,12
267.29,0,0,90,Clouds,overcast clouds,11/21/2015 20:00,2766,12
267.51,0,0,90,Clouds,overcast clouds,11/21/2015 22:00,4549,12
266.79,0,0,75,Clouds,broken clouds,11/22/2015 0:00,1421,12
266.43,0,0,40,Clouds,scattered clouds,11/22/2015 1:00,791,12
266.36,0,0,40,Clouds,scattered clouds,11/22/2015 2:00,568,12
265.84,0,0,40,Clouds,scattered clouds,11/22/2015 4:00,299,12
265.77,0,0,40,Clouds,scattered clouds,11/22/2015 6:00,775,12
265.08,0,0,1,Clear,sky is clear,11/22/2015 8:00,1862,12
267.86,0,0,40,Clouds,scattered clouds,11/22/2015 10:00,3541,12
270.93,0,0,40,Clouds,scattered clouds,11/22/2015 12:00,4868,12
272.84,0,0,40,Clouds,scattered clouds,11/22/2015 13:00,4923,12
274,0,0,90,Clouds,overcast clouds,11/22/2015 15:00,4066,12
273.72,0,0,90,Clouds,overcast clouds,11/22/2015 17:00,3788,12
272.37,0,0,90,Snow,light snow,11/22/2015 19:00,3057,12
271.5,0,0,75,Clouds,broken clouds,11/22/2015 21:00,1929,12
270.57,0,0,75,Clouds,broken clouds,11/22/2015 23:00,897,12
270.22,0,0,90,Clouds,overcast clouds,11/23/2015 0:00,449,12
271.15,0,0,90,Clouds,overcast clouds,11/23/2015 2:00,274,12
272.114,0,0,92,Clouds,overcast clouds,11/23/2015 4:00,863,12
271.86,0,0,90,Clouds,overcast clouds,11/23/2015 6:00,5651,12
271.61,0,0,20,Clouds,few clouds,11/23/2015 8:00,5544,12
275.15,0,0,1,Clear,sky is clear,11/23/2015 10:00,4476,12
278.48,0,0,5,Clear,sky is clear,11/23/2015 12:00,4844,12
280.08,0,0,40,Clouds,scattered clouds,11/23/2015 13:00,4768,12
279.87,0,0,1,Clear,sky is clear,11/23/2015 15:00,5706,12
277.82,0,0,75,Clouds,broken clouds,11/23/2015 17:00,6157,12
275.02,0,0,1,Clear,sky is clear,11/23/2015 19:00,3012,12
272.55,0,0,5,Clear,sky is clear,11/23/2015 21:00,2058,12
271.55,0,0,1,Clear,sky is clear,11/23/2015 23:00,1000,12
270.15,0,0,1,Mist,mist,11/24/2015 0:00,523,12
270.09,0,0,1,Mist,mist,11/24/2015 1:00,355,12
270.51,0,0,40,Clouds,scattered clouds,11/24/2015 3:00,337,12
271.86,0,0,90,Clouds,overcast clouds,11/24/2015 5:00,2711,12
272.53,0,0,40,Clouds,scattered clouds,11/24/2015 7:00,6709,12
272.72,0,0,1,Mist,mist,11/24/2015 9:00,5074,12
276.15,0,0,1,Clear,sky is clear,11/24/2015 11:00,4595,12
279.51,0,0,1,Clear,sky is clear,11/24/2015 12:00,5015,12
279.86,0,0,1,Clear,sky is clear,11/24/2015 14:00,5399,12
280.15,0,0,40,Clouds,scattered clouds,11/24/2015 16:00,6471,12
277.49,0,0,1,Clear,sky is clear,11/24/2015 18:00,4461,12
276.72,0,0,20,Clouds,few clouds,11/24/2015 20:00,2843,12
275.94,0,0,1,Clear,sky is clear,11/24/2015 22:00,1884,12
275.15,0,0,1,Clear,sky is clear,11/25/2015 0:00,623,12
275.15,0,0,40,Clouds,scattered clouds,11/25/2015 1:00,436,12
275.15,0,0,1,Haze,haze,11/25/2015 2:00,329,12
275.51,0,0,1,Clear,sky is clear,11/25/2015 4:00,886,12
277.01,0,0,90,Clouds,overcast clouds,11/25/2015 6:00,5431,12
278.01,0,0,1,Clear,sky is clear,11/25/2015 8:00,5181,12
280.01,0,0,75,Clouds,broken clouds,11/25/2015 10:00,4722,12
282.51,0,0,90,Clouds,overcast clouds,11/25/2015 12:00,5551,12
